Parent-Group,TransactionCode,SourceCode,,,,
Child-Group,PaymentDate,Amount,OtherPartyAccountNumber,,,
Code-Finger-Print,,,,,,
Sign,-,,,,,
Analysis,largest-subset-test,z-score,,,,
,,,,,,
TransactionCode,SourceCode,PaymentDate,Amount,OtherPartyAccountNumber,count,z-score
0,DD,2015-02-16 00:00:00.0000000 +13:00,-18191.88,0x0D3F0FC0C700813343EF0D41ACE5AC90,1,-0.072115265
0,DD,2015-02-16 00:00:00.0000000 +13:00,-46,0x0B4EFC6E375129AA0F0B07ECB85FED42,1,-0.072115265
0,DD,2015-02-17 00:00:00.0000000 +13:00,-8370.9,0x0D3F0FC0C700813343EF0D41ACE5AC90,1,-0.072115265
0,DD,2015-02-18 00:00:00.0000000 +13:00,-9233.36,0x0D3F0FC0C700813343EF0D41ACE5AC90,1,-0.072115265
0,DD,2015-02-19 00:00:00.0000000 +13:00,-3016.05,0x0D3F0FC0C700813343EF0D41ACE5AC90,1,-0.072115265
0,DD,2015-02-20 00:00:00.0000000 +13:00,-1274.8,0x92DFAAB4226CEF03589F0B114CC379DC,1,-0.072115265
0,DD,2015-02-20 00:00:00.0000000 +13:00,-181.39,0xA224C533865458758857BE42FAF1FF05,1,-0.072115265
0,DD,2015-02-20 00:00:00.0000000 +13:00,-3,0xF35D825667C3EBD93060F5E6028C7BEB,1,-0.072115265
0,DD,2015-02-20 00:00:00.0000000 +13:00,-377,0xB2C1B96FE5B172DDE4BA46F61532F99C,1,-0.072115265
0,DD,2015-02-20 00:00:00.0000000 +13:00,-5768.8,0x0D3F0FC0C700813343EF0D41ACE5AC90,1,-0.072115265
0,DD,2015-02-20 00:00:00.0000000 +13:00,-749.12,0xB2C1B96FE5B172DDE4BA46F61532F99C,1,-0.072115265
0,DD,2015-02-20 00:00:00.0000000 +13:00,-9.6,0xBD932A22D48A0FCB7EE3B0BF4C6D3373,1,-0.072115265
0,DD,2015-02-20 00:00:00.0000000 +13:00,-964.82,0xEEDD0DDDCD376DA19607CF27E4E54259,1,-0.072115265
0,DD,2015-02-20 00:00:00.0000000 +13:00,-997.42,0xB2C1B96FE5B172DDE4BA46F61532F99C,1,-0.072115265
0,DD,2015-02-23 00:00:00.0000000 +13:00,-105906.85,0x05F7626A0AED5353921B9CC6E2E35567,1,-0.072115265
0,DD,2015-02-23 00:00:00.0000000 +13:00,-112.88,0x1C4E1FDC23D6B1A6BD8F1A245CBCC968,1,-0.072115265
0,DD,2015-02-23 00:00:00.0000000 +13:00,-116.29,0x1C4E1FDC23D6B1A6BD8F1A245CBCC968,1,-0.072115265
0,DD,2015-02-23 00:00:00.0000000 +13:00,-1338.14,0x1C4E1FDC23D6B1A6BD8F1A245CBCC968,1,-0.072115265
0,DD,2015-02-23 00:00:00.0000000 +13:00,-14833.86,0xC654D556E7F7EEAA5FAB1DA3B6803656,1,-0.072115265
0,DD,2015-02-23 00:00:00.0000000 +13:00,-14946.9,0x0D3F0FC0C700813343EF0D41ACE5AC90,1,-0.072115265
0,DD,2015-02-23 00:00:00.0000000 +13:00,-50.82,0x1C4E1FDC23D6B1A6BD8F1A245CBCC968,1,-0.072115265
0,DD,2015-02-23 00:00:00.0000000 +13:00,-57.31,0x1C4E1FDC23D6B1A6BD8F1A245CBCC968,1,-0.072115265
0,DD,2015-02-23 00:00:00.0000000 +13:00,-58.06,0x1C4E1FDC23D6B1A6BD8F1A245CBCC968,1,-0.072115265
0,DD,2015-02-23 00:00:00.0000000 +13:00,-79.59,0x1C4E1FDC23D6B1A6BD8F1A245CBCC968,1,-0.072115265
0,DD,2015-02-23 00:00:00.0000000 +13:00,-986.06,0xFE450EFB9AE1EE80484C35F0C344FCBF,1,-0.072115265
0,DD,2015-02-24 00:00:00.0000000 +13:00,-1232.24,0x0B62B7B0AB389EC2DE2BEBE41F1B8C2B,1,-0.072115265
0,DD,2015-02-24 00:00:00.0000000 +13:00,-9852.46,0x0D3F0FC0C700813343EF0D41ACE5AC90,1,-0.072115265
0,DD,2015-02-25 00:00:00.0000000 +13:00,-3218.28,0x9D08180D66099F80B505AA9D094DE0AB,1,-0.072115265
0,DD,2015-02-25 00:00:00.0000000 +13:00,-356.95,0xB16F3369A0BA06138012B0A9C7B5A740,1,-0.072115265
0,DD,2015-02-25 00:00:00.0000000 +13:00,-6.15,0x641E684C377D49F619E445F202886C72,1,-0.072115265
0,DD,2015-02-25 00:00:00.0000000 +13:00,-7080.37,0x0D3F0FC0C700813343EF0D41ACE5AC90,1,-0.072115265
0,DD,2015-02-26 00:00:00.0000000 +13:00,-11205.28,0x0D3F0FC0C700813343EF0D41ACE5AC90,1,-0.072115265
0,DD,2015-02-27 00:00:00.0000000 +13:00,-10988.3,0x0D3F0FC0C700813343EF0D41ACE5AC90,1,-0.072115265
0,DD,2015-02-27 00:00:00.0000000 +13:00,-5555.16,0xC35B6A0B1EC8226ACC245EDEF193554C,1,-0.072115265
0,DD,2015-03-02 00:00:00.0000000 +13:00,-1233.01,0x82B3C05D1B04CCBDB0B80066E7726A52,1,-0.072115265
0,DD,2015-03-02 00:00:00.0000000 +13:00,-12469.94,0xB3E625E58AD2BB7418916E1630505D61,1,-0.072115265
0,DD,2015-03-02 00:00:00.0000000 +13:00,-12592.3,0xB3E625E58AD2BB7418916E1630505D61,1,-0.072115265
0,DD,2015-03-02 00:00:00.0000000 +13:00,-12747.78,0xB3E625E58AD2BB7418916E1630505D61,1,-0.072115265
0,DD,2015-03-02 00:00:00.0000000 +13:00,-30378.75,0x878806F81F0423F1C255B40DD1CED9AF,1,-0.072115265
0,DD,2015-03-02 00:00:00.0000000 +13:00,-9463.22,0x0D3F0FC0C700813343EF0D41ACE5AC90,1,-0.072115265
0,DD,2015-03-03 00:00:00.0000000 +13:00,-10441.3,0x0D3F0FC0C700813343EF0D41ACE5AC90,1,-0.072115265
0,DD,2015-03-04 00:00:00.0000000 +13:00,-13549.05,0x0D3F0FC0C700813343EF0D41ACE5AC90,1,-0.072115265
0,DD,2015-03-05 00:00:00.0000000 +13:00,-6308.8,0x0D3F0FC0C700813343EF0D41ACE5AC90,1,-0.072115265
0,DD,2015-03-05 00:00:00.0000000 +13:00,-903.68,0xFE450EFB9AE1EE80484C35F0C344FCBF,1,-0.072115265
0,DD,2015-03-06 00:00:00.0000000 +13:00,-12615.12,0x0D3F0FC0C700813343EF0D41ACE5AC90,1,-0.072115265
0,DD,2015-03-09 00:00:00.0000000 +13:00,-9315.1,0x0D3F0FC0C700813343EF0D41ACE5AC90,1,-0.072115265
0,DD,2015-03-10 00:00:00.0000000 +13:00,-6229.8,0x0D3F0FC0C700813343EF0D41ACE5AC90,1,-0.072115265
0,DD,2015-03-10 00:00:00.0000000 +13:00,-973.04,0xFE450EFB9AE1EE80484C35F0C344FCBF,1,-0.072115265
0,DD,2015-03-11 00:00:00.0000000 +13:00,-1055.52,0xFE450EFB9AE1EE80484C35F0C344FCBF,1,-0.072115265
0,DD,2015-03-11 00:00:00.0000000 +13:00,-8202.1,0x0D3F0FC0C700813343EF0D41ACE5AC90,1,-0.072115265
0,DD,2015-03-12 00:00:00.0000000 +13:00,-11220.4,0x0D3F0FC0C700813343EF0D41ACE5AC90,1,-0.072115265
0,DD,2015-03-12 00:00:00.0000000 +13:00,-2749.7,0x6B698031D2C0191A990C0A3DB8DFBEFD,1,-0.072115265
